EventID,FixedRandomValue,EventPhotoRank
84,"7.40083-0.114327,11086",1000
84,"7.400830.118776,13706",1000
84,"7.400830.124009,7615",1000
84,"7.40083-0.12533,5852",1000
84,"7.40083-0.154427,16530",1000
84,"7.40083-0.183411,5865",1000
84,"7.40083-0.21778,13674",1000
84,"7.40083-0.229053,11063",1000
84,"7.40083-0.278187,472",1000
84,"7.400830.280079,11070",1000
84,"7.400830.290701,5836",1000
84,"7.40083-0.330779,13700",1000
84,"7.40083-0.340219,13709",1000
84,"7.400830.379559,5845",1000
84,"7.40083-0.385661,13713",1000
84,"7.400830.400945,5862",1000
84,"7.40083-0.42687,5887",1000
84,"7.40083-0.437821,11054",1000
84,"7.400830.44876,378",1000
84,"7.40083-0.484498,379",1000
84,"7.400830.495137,11053",1000
84,"7.400830.535603,13697",1000
84,"7.40083-0.53938,11095",1000
84,"7.40083-0.554719,16534",1000
84,"7.400830.5843,13710",1000
84,"7.40083-0.588788,11093",1000
84,"7.400830.592402,13699",1000
84,"7.400830.629778,11051",1000
84,"7.40083-0.639209,381",1000
84,"7.400830.674334,11064",1000
84,"7.40083-0.719676,13715",1000
84,"7.400830.728492,16531",1000
84,"7.40083-0.74919,7614",1000
84,"7.40083-0.752671,13707",1000
84,"7.40083-0.759231,13702",1000
84,"7.400830.781194,19198",1000
84,"7.400830.792796,11072",1000
84,"7.40083-0.816896,5880",1000
84,"7.40083-0.820323,373",1000
84,"7.40083-0.823841,11061",1000
84,"7.400830.827241,11059",1000
84,"7.40083-0.855725,11074",1000
84,"7.40083-0.861407,5840",1000
84,"7.40083-0.864529,16528",1000
84,"7.40083-0.875959,16542",1000
84,"7.40083-0.878923,5854",1000
84,"7.400830.882053,13704",1000
84,"7.40083-0.892567,16541",1000
84,"7.40083-0.902791,16529",1000
84,"7.400830.905996,7604",1000
84,"7.400830.930673,11058",1000
84,"7.400830.932609,4006",1000
84,"7.40083-0.93286,11062",1000
84,"7.400830.944713,16558",1000
84,"7.400830.946721,5870",1000
84,"7.400830.964009,5857",1000
84,"7.40083-0.965744,13701",1000
84,"7.40083-0.968296,13708",1000
84,"7.400830.969924,5850",1000
84,"7.40083-0.979324,13714",1000
84,"7.400830.987238,4123",1000
84,"7.400830.990156,11065",1000
84,"7.40083-0.9956,380",1000
84,"7.400830.99667,11052",1000
84,"7.40083-0.999159,5860",1000
84,"7.400830.999408,13698",1000
84,"7.40083-0.999552,11094",1000
84,"7.400830.999703,13711",1000
84,"7.40083-0.999842,5847",1000
85,"7.400830.0540564,24407",1000
85,"7.40083-0.505286,2982",1000
85,"7.400830.789668,415",1000
85,"7.40083-0.844904,4159",1000
85,"7.400830.952139,416",1000
86,"1.31607-0.880392,510",1
86,"7.400830.0194225,23346",1000
86,"7.400830.0350768,7809",1000
86,"7.400830.0769656,11238",1000
86,"7.40083-0.081296,1585",1000
86,"7.40083-0.105326,511",1000
86,"7.400830.118642,1737",1000
86,"7.400830.142837,24601",1000
86,"7.40083-0.147022,19322",1000
86,"7.40083-0.166206,4024",1000
86,"7.400830.191396,16682",1000
86,"7.400830.246027,1174",1000
86,"7.40083-0.26678,3426",1000
86,"7.400830.304562,1588",1000
86,"7.400830.32746,514",1000
86,"7.400830.336004,11083",1000
86,"7.40083-0.336131,886",1000
86,"7.40083-0.343122,8365",1000
86,"7.40083-0.391407,3972",1000
86,"7.40083-0.429662,543",1000
86,"7.400830.474587,1178",1000
86,"7.40083-0.494533,4015",1000
86,"7.400830.515001,3781",1000
86,"7.400830.543925,1743",1000
86,"7.400830.58782,887",1000
86,"7.40083-0.614449,1589",1000
86,"7.400830.647855,1180",1000
86,"7.40083-0.654829,1552",1000
86,"7.400830.776934,1586",1000
86,"7.40083-0.779661,11237",1000
86,"7.400830.798458,21364",1000
86,"7.40083-0.803325,1183",1000
86,"7.40083-0.88116,18566",1000
86,"7.40083-0.887603,18567",1000
86,"7.400830.910575,869",1000
86,"7.40083-0.954908,788",1000
86,"7.400830.964826,513",1000
86,"7.400830.967182,17289",1000
86,"7.40083-0.968315,2696",1000
86,"7.40083-0.988576,1396",1000
86,"7.400830.99975,14235",1000
86,"7.40083-0.999788,21342",1000
86,"7.400830.999897,3657",1000
87,"7.400830.0723442,3222",1000
87,"7.400830.242976,21855",1000
87,"7.400830.481743,23408",1000
87,"7.40083-0.588038,23051",1000
87,"7.400830.610511,1107",1000
87,"7.40083-0.611016,14412",1000
87,"7.40083-0.628021,21330",1000
87,"7.40083-0.641419,528",1000
87,"7.40083-0.782555,3221",1000
87,"7.40083-0.991418,23406",1000
87,"7.40083-0.995327,529",1000
87,"7.40083-0.996641,3518",1000
88,"7.40083-0.139301,10442",1000
88,"7.40083-0.223863,4011",1000
88,"7.40083-0.48198,530",1000
88,"7.400830.502501,3643",1000
88,"7.40083-0.818796,3899",1000
89,"7.400830.0450321,8773",1000
89,"7.40083-0.156926,8087",1000
89,"7.40083-0.234726,7159",1000
89,"7.400830.327989,3613",1000
89,"7.400830.343322,3930",1000
89,"7.40083-0.418733,1080",1000
89,"7.400830.43763,6619",1000
89,"7.40083-0.484802,7155",1000
89,"7.400830.489759,21741",1000
89,"7.400830.502985,544",1000
89,"7.400830.519149,8670",1000
89,"7.40083-0.55961,6383",1000
89,"7.400830.607893,8672",1000
89,"7.400830.634281,15504",1000
89,"7.40083-0.724045,14996",1000
89,"7.40083-0.73017,8570",1000
89,"7.400830.745224,13867",1000
89,"7.400830.85012,8774",1000
89,"7.40083-0.859981,21335",1000
89,"7.40083-0.893479,290",1000
89,"7.40083-0.906828,3938",1000
89,"7.40083-0.938773,13895",1000
89,"7.40083-0.947174,8771",1000
89,"7.400830.972383,720",1000
89,"7.400830.985148,1561",1000
91,"7.40083-0.0183808,744",1000
91,"7.40083-0.208177,741",1000
91,"7.400830.423952,738",1000
91,"7.40083-0.662905,748",1000
91,"7.400830.689976,740",1000
91,"7.400830.731317,727",1000
91,"7.400830.815032,745",1000
91,"7.40083-0.835778,743",1000
91,"7.400830.938286,746",1000
91,"7.400830.986935,739",1000
92,"7.400830.046073,13829",1000
92,"7.40083-0.052726,22644",1000
92,"7.40083-0.163292,21337",1000
92,"7.400830.317573,18025",1000
92,"7.40083-0.673035,3957",1000
92,"7.40083-0.676142,3103",1000
92,"7.40083-0.7853,360",1000
92,"7.400830.789194,921",1000
92,"7.400830.825229,3100",1000
92,"7.400830.933186,21695",1000
92,"7.40083-0.998399,20611",1000
93,,
94,"7.400830.0422925,4105",1000
94,"7.400830.645071,3425",1000
94,"7.40083-0.998683,710",1000
95,"7.40083-0.900729,12576",1000
95,"7.400830.947754,12495",1000
96,"7.40083-0.913536,12783",1000
97,"7.40083-0.884614,5317",1000
97,"7.40083-0.999581,5323",1000
98,,
99,,
100,"7.40083-0.775034,12646",1000
100,"7.400830.868308,2920",1000
101,"7.40083-0.121709,3607",1000
101,"7.40083-0.939324,11806",1000
101,"7.40083-0.952909,8027",1000
102,"7.40083-0.802451,12549",1000
103,,
104,"7.40083-0.387726,1317",1000
104,"7.40083-0.563954,17073",1000
104,"7.40083-0.893036,6061",1000
104,"7.400830.999952,4731",1000
105,"1.316070.812508,13568",1
105,"1.565080.93978,13569",2
105,"7.40083-0.234237,18115",1000
105,"7.400830.670389,18116",1000
106,"7.40083-0.685392,541",1000
108,"7.400830.256288,13095",1000
109,"7.400830.256288,13095",1000
109,"7.400830.653923,11758",1000
111,,
112,"7.400830.904,12753",1000
113,"7.400830.904,12753",1000
113,"7.400830.987495,14953",1000
114,,
115,,1000
115,"7.40083-0.00849616,14696",1000
115,"7.400830.0108702,9669",1000
115,"7.400830.070033,786",1000
115,"7.40083-0.107975,4037",1000
115,"7.400830.157346,783",1000
115,"7.400830.197457,5994",1000
115,"7.400830.208801,14046",1000
115,"7.400830.218458,1394",1000
115,"7.400830.234388,14693",1000
115,"7.40083-0.283913,5781",1000
115,"7.40083-0.306033,1084",1000
115,"7.40083-0.308312,21496",1000
115,"7.400830.311102,5968",1000
115,"7.40083-0.336658,3985",1000
115,"7.40083-0.376574,780",1000
115,"7.40083-0.424529,14043",1000
115,"7.40083-0.48487,9249",1000
115,"7.400830.517829,5998",1000
115,"7.400830.552259,779",1000
115,"7.400830.576296,777",1000
115,"7.400830.609563,9099",1000
115,"7.400830.623322,790",1000
115,"7.40083-0.684519,9665",1000
115,"7.40083-0.689514,14045",1000
115,"7.40083-0.726465,782",1000
115,"7.400830.759784,4038",1000
115,"7.400830.772588,5966",1000
115,"7.400830.772858,14836",1000
115,"7.40083-0.783995,787",1000
115,"7.40083-0.815401,14050",1000
115,"7.40083-0.819361,9670",1000
115,"7.400830.83163,9668",1000
115,"7.400830.835428,14048",1000
115,"7.40083-0.845574,22326",1000
115,"7.40083-0.859439,840",1000
115,"7.40083-0.871867,14834",1000
115,"7.40083-0.896331,14833",1000
115,"7.400830.904057,784",1000
115,"7.400830.920723,5993",1000
115,"7.400830.925182,14047",1000
115,"7.400830.927769,9667",1000
115,"7.400830.934821,14694",1000
115,"7.40083-0.935662,9671",1000
115,"7.40083-0.938065,14051",1000
115,"7.400830.960026,14837",1000
115,"7.400830.965523,4039",1000
115,"7.40083-0.977288,781",1000
115,"7.40083-0.985112,5996",1000
115,"7.40083-0.987037,14044",1000
115,"7.40083-0.990908,14691",1000
115,"7.40083-0.99564,9250",1000
115,"7.40083-0.996939,15131",1000
115,"7.400830.997311,791",1000
115,"7.40083-0.998478,5970",1000
115,"7.400830.999894,778",1000
116,"7.400830.979037,927",1000
118,"7.40083-0.020485,1171",1000
118,"7.400830.107841,7932",1000
118,"7.400830.118642,1737",1000
118,"7.40083-0.198214,4658",1000
118,"7.40083-0.217234,16773",1000
118,"7.40083-0.263261,1181",1000
118,"7.40083-0.29251,974",1000
118,"7.40083-0.293452,6745",1000
118,"7.400830.304562,1588",1000
118,"7.40083-0.391407,3972",1000
118,"7.400830.431056,2129",1000
118,"7.40083-0.431561,970",1000
118,"7.40083-0.458825,1177",1000
118,"7.400830.483265,14262",1000
118,"7.400830.501165,971",1000
118,"7.40083-0.512052,1591",1000
118,"7.400830.543925,1743",1000
118,"7.40083-0.654829,1552",1000
118,"7.400830.684266,2131",1000
118,"7.40083-0.779661,11237",1000
118,"7.400830.813811,1172",1000
118,"7.40083-0.836932,1170",1000
118,"7.40083-0.88563,10660",1000
118,"7.400830.939012,1173",1000
118,"7.40083-0.944991,1182",1000
118,"7.40083-0.954512,975",1000
118,"7.400830.967167,11084",1000
118,"7.40083-0.985733,3751",1000
118,"7.40083-0.988576,1396",1000
118,"7.400830.990525,14591",1000
118,"7.400830.99204,10955",1000
118,"7.40083-0.99245,1176",1000
118,"7.40083-0.996165,17305",1000
119,"1.56508-0.894422,717",2
119,,1000
119,"7.40083-0.0100979,11005",1000
119,"7.40083-0.0116426,8333",1000
119,"7.400830.0171835,10950",1000
119,"7.400830.0486775,11018",1000
119,"7.400830.0633866,8029",1000
119,"7.40083-0.0688384,10992",1000
119,"7.400830.0759061,10937",1000
119,"7.400830.107285,11031",1000
119,"7.40083-0.110624,7563",1000
119,"7.400830.120309,11034",1000
119,"7.400830.142226,6871",1000
119,"7.400830.145761,7288",1000
119,"7.400830.151528,10934",1000
119,"7.40083-0.158528,10989",1000
119,"7.40083-0.15969,23582",1000
119,"7.400830.162949,13803",1000
119,"7.40083-0.175053,8831",1000
119,"7.400830.178436,11021",1000
119,"7.400830.18658,760",1000
119,"7.40083-0.204475,10465",1000
119,"7.400830.205702,7702",1000
119,"7.40083-0.214764,8330",1000
119,"7.40083-0.216272,11002",1000
119,"7.400830.235945,11008",1000
119,"7.400830.237446,8336",1000
119,"7.40083-0.242825,10953",1000
119,"7.400830.266446,10960",1000
119,"7.40083-0.273269,11015",1000
119,"7.400830.288076,7042",1000
119,"7.400830.292639,10995",1000
119,"7.40083-0.299408,10940",1000
119,"7.400830.320153,13874",1000
119,"7.400830.322622,10973",1000
119,"7.40083-0.329321,11028",1000
119,"7.400830.332491,7566",1000
119,"7.400830.337512,14618",1000
119,"7.40083-0.348196,987",1000
119,"7.400830.348322,10982",1000
119,"7.40083-0.371112,10931",1000
119,"7.40083-0.382737,8035",1000
119,"7.400830.395153,7143",1000
119,"7.40083-0.396305,11024",1000
119,"7.400830.402801,10969",1000
119,"7.40083-0.421659,7705",1000
119,"7.40083-0.425036,10944",1000
119,"7.400830.483705,11012",1000
119,"7.400830.492888,8877",1000
119,"7.400830.505169,8987",1000
119,"7.400830.5074,10943",1000
119,"7.400830.510608,7706",1000
119,"7.400830.534298,11025",1000
119,"7.40083-0.535358,7142",1000
119,"7.400830.557158,10930",1000
119,"7.400830.577384,986",1000
119,"7.40083-0.59094,7567",1000
119,"7.40083-0.592636,7140",1000
119,"7.400830.593646,11027",1000
119,"7.40083-0.599334,10972",1000
119,"7.400830.618706,10941",1000
119,"7.40083-0.624258,10996",1000
119,"7.400830.639907,11014",1000
119,"7.40083-0.645336,10959",1000
119,"7.400830.665373,10527",1000
119,"7.400830.683956,11001",1000
119,"7.40083-0.690729,23342",1000
119,"7.40083-0.691805,7703",1000
119,"7.40083-0.711598,11022",1000
119,"7.400830.712479,7145",1000
119,"7.400830.725642,10988",1000
119,"7.40083-0.730499,10933",1000
119,"7.400830.73275,1154",1000
119,"7.40083-0.74705,989",1000
119,"7.400830.758049,7564",1000
119,"7.40083-0.760235,11030",1000
119,"7.40083-0.77799,7711",1000
119,"7.40083-0.780326,10938",1000
119,"7.400830.784738,10993",1000
119,"7.40083-0.797095,11017",1000
119,"7.40083-0.814214,13896",1000
119,"7.40083-0.816941,10524",1000
119,"7.400830.818918,8334",1000
119,"7.40083-0.828195,24421",1000
119,"7.40083-0.831201,11004",1000
119,"7.40083-0.832059,8332",1000
119,"7.400830.83512,10949",1000
119,"7.400830.836551,13898",1000
119,"7.400830.837164,7700",1000
119,"7.400830.852036,11019",1000
119,"7.400830.854844,24406",1000
119,"7.40083-0.859192,18663",1000
119,"7.400830.859656,8030",1000
119,"7.40083-0.860011,7038",1000
119,"7.40083-0.862434,10991",1000
119,"7.400830.865999,10936",1000
119,"7.400830.881325,11032",1000
119,"7.40083-0.882907,7562",1000
119,"7.40083-0.900091,1156",1000
119,"7.400830.901525,10935",1000
119,"7.400830.912994,11020",1000
119,"7.40083-0.915862,10965",1000
119,"7.400830.923975,7701",1000
119,"7.400830.925395,10948",1000
119,"7.400830.92619,10521",1000
119,"7.40083-0.927481,8331",1000
119,"7.40083-0.928057,11003",1000
119,"7.400830.935934,8335",1000
119,"7.40083-0.937139,10525",1000
119,"7.40083-0.948338,11016",1000
119,"7.400830.954552,10994",1000
119,"7.40083-0.95664,10939",1000
119,"7.40083-0.962275,7393",1000
119,"7.400830.962767,13873",1000
119,"7.400830.963468,10974",1000
119,"7.40083-0.965342,11029",1000
119,"7.400830.965669,7138",1000
119,"7.400830.966213,7565",1000
119,"7.40083-0.968681,11036",1000
119,"7.400830.970416,10981",1000
119,"7.400830.977541,10987",1000
119,"7.400830.981357,7144",1000
119,"7.40083-0.981598,11023",1000
119,"7.400830.982926,10968",1000
119,"7.40083-0.987127,10945",1000
119,"7.40083-0.987537,8985",1000
119,"7.400830.987998,8328",1000
119,"7.40083-0.988985,11482",1000
119,"7.400830.99204,10955",1000
119,"7.40083-0.994819,10958",1000
119,"7.400830.995515,11013",1000
119,"7.400830.997725,10942",1000
119,"7.40083-0.999074,10971",1000
119,"7.400830.999354,11026",1000
119,"7.40083-0.999469,7568",1000
119,"7.400830.999874,985",1000
119,"7.40083-0.999899,8312",1000
120,"7.40083-0.373066,10504",1000
120,"7.40083-0.405822,1190",1000
120,"7.40083-0.421152,4606",1000
120,"7.400830.51109,4607",1000
120,"7.400830.615332,4609",1000
120,"7.400830.62249,21385",1000
120,"7.400830.761702,21351",1000
120,"7.400830.773568,8638",1000
120,"7.400830.775473,2422",1000
120,"7.400830.840789,1115",1000
120,"7.400830.952204,4019",1000
120,"7.40083-0.970383,988",1000
120,"7.40083-0.971625,5905",1000
120,"7.400830.97363,8632",1000
120,"7.40083-0.999998,8629",1000
121,"7.400830.0103104,6570",1000
121,"7.400830.027222,6418",1000
121,"7.40083-0.117875,3073",1000
121,"7.400830.156849,24491",1000
121,"7.400830.185271,1003",1000
121,"7.400830.218534,15010",1000
121,"7.400830.312038,197",1000
121,"7.40083-0.349915,24498",1000
121,"7.40083-0.354432,7828",1000
121,"7.40083-0.371632,7832",1000
121,"7.400830.444613,8394",1000
121,"7.40083-0.488547,8395",1000
121,"7.400830.552678,24495",1000
121,"7.400830.556693,7831",1000
121,"7.400830.575885,24497",1000
121,"7.40083-0.620525,14949",1000
121,"7.40083-0.635639,8397",1000
121,"7.400830.670804,15017",1000
121,"7.40083-0.682264,15009",1000
121,"7.40083-0.686923,114",1000
121,"7.400830.738544,14831",1000
121,"7.400830.749331,3179",1000
121,"7.40083-0.765914,24505",1000
121,"7.400830.804531,18014",1000
121,"7.40083-0.810205,9516",1000
121,"7.40083-0.813609,8706",1000
121,"7.40083-0.819682,6571",1000
121,"7.400830.822526,7053",1000
121,"7.400830.874811,7823",1000
121,"7.400830.877139,24503",1000
121,"7.40083-0.88896,1254",1000
121,"7.400830.893635,7824",1000
121,"7.400830.928917,15011",1000
121,"7.40083-0.939131,8707",1000
121,"7.40083-0.939879,7270",1000
121,"7.40083-0.941308,6416",1000
121,"7.40083-0.976145,7833",1000
121,"7.40083-0.977181,24493",1000
121,"7.40083-0.988587,15008",1000
121,"7.400830.99211,14054",1000
121,"7.40083-0.996024,8396",1000
121,"7.400830.999446,7500",1000
121,"7.400830.999901,24496",1000
122,"7.40083-0.0427741,23608",1000
122,"7.40083-0.0887027,9064",1000
122,"7.40083-0.0908763,6913",1000
122,"7.400830.105671,8045",1000
122,"7.400830.106228,11144",1000
122,"7.40083-0.128395,11196",1000
122,"7.40083-0.135209,6816",1000
122,"7.40083-0.148186,15249",1000
122,"7.400830.155267,1210",1000
122,"7.40083-0.157479,11186",1000
122,"7.400830.164473,11131",1000
122,"7.40083-0.186448,11209",1000
122,"7.400830.206798,13900",1000
122,"7.400830.226797,15071",1000
122,"7.40083-0.243856,11222",1000
122,"7.400830.247112,7372",1000
122,"7.400830.265421,11215",1000
122,"7.40083-0.286874,11125",1000
122,"7.40083-0.295795,1216",1000
122,"7.400830.298211,7227",1000
122,"7.40083-0.300422,11235",1000
122,"7.400830.321616,11202",1000
122,"7.400830.337512,14618",1000
122,"7.400830.349318,11193",1000
122,"7.400830.358114,15256",1000
122,"7.400830.367972,15252",1000
122,"7.400830.376699,11189",1000
122,"7.400830.395153,7143",1000
122,"7.400830.403774,11206",1000
122,"7.400830.417208,8217",1000
122,"7.40083-0.422674,13903",1000
122,"7.40083-0.436866,11121",1000
122,"7.40083-0.450519,11164",1000
122,"7.400830.456834,11219",1000
122,"7.40083-0.476557,11218",1000
122,"7.40083-0.506319,7224",1000
122,"7.40083-0.527392,11205",1000
122,"7.400830.532926,8051",1000
122,"7.40083-0.552146,11190",1000
122,"7.40083-0.559962,15253",1000
122,"7.40083-0.568696,15255",1000
122,"7.40083-0.576406,11192",1000
122,"7.400830.594951,8049",1000
122,"7.40083-0.600184,11203",1000
122,"7.400830.621674,1217",1000
122,"7.40083-0.623925,2126",1000
122,"7.400830.625298,9233",1000
122,"7.400830.645233,1010",1000
122,"7.40083-0.646147,11216",1000
122,"7.400830.663006,11221",1000
122,"7.40083-0.689878,11229",1000
122,"7.400830.705849,11208",1000
122,"7.400830.712479,7145",1000
122,"7.400830.726372,11187",1000
122,"7.400830.739208,9060",1000
122,"7.40083-0.740442,14451",1000
122,"7.40083-0.760925,11145",1000
122,"7.40083-0.761288,8046",1000
122,"7.400830.770844,6912",1000
122,"7.400830.772232,9065",1000
122,"7.40083-0.782687,1214",1000
122,"7.40083-0.788458,11127",1000
122,"7.40083-0.81511,11224",1000
122,"7.40083-0.823238,11114",1000
122,"7.400830.836551,13898",1000
122,"7.40083-0.839837,8222",1000
122,"7.40083-0.873376,9490",1000
122,"7.40083-0.877445,11198",1000
122,"7.400830.880822,11143",1000
122,"7.40083-0.883405,14613",1000
122,"7.400830.890626,991",1000
122,"7.40083-0.891869,13869",1000
122,"7.40083-0.894267,6817",1000
122,"7.40083-0.900057,15248",1000
122,"7.400830.903156,1211",1000
122,"7.400830.90712,11130",1000
122,"7.40083-0.920421,7329",1000
122,"7.400830.924403,13899",1000
122,"7.400830.939396,7371",1000
122,"7.400830.945721,11214",1000
122,"7.40083-0.94611,1008",1000
122,"7.40083-0.955531,1215",1000
122,"7.400830.956274,7228",1000
122,"7.400830.957619,15244",1000
122,"7.400830.963183,11201",1000
122,"7.40083-0.964917,8047",1000
122,"7.400830.966487,14610",1000
122,"7.400830.970672,11194",1000
122,"7.40083-0.972724,14452",1000
122,"7.400830.975282,15251",1000
122,"7.400830.981357,7144",1000
122,"7.400830.982433,7442",1000
122,"7.400830.983121,11207",1000
122,"7.40083-0.987725,1221",1000
122,"7.40083-0.988438,9237",1000
122,"7.40083-0.991263,11165",1000
122,"7.400830.992173,11220",1000
122,"7.40083-0.997254,2127",1000
122,"7.40083-0.999503,14607",1000
122,"7.40083-0.999892,11191",1000
122,"7.40083-0.999986,15254",1000
123,"7.400830.477609,1012",1000
123,"7.400830.628037,23447",1000
123,"7.40083-0.996773,15558",1000
124,"7.40083-0.0175308,18484",1000
124,"7.40083-0.193196,6829",1000
124,"7.40083-0.20948,1022",1000
124,"7.400830.221679,8385",1000
124,"7.40083-0.405504,6344",1000
124,"7.400830.496479,8381",1000
124,"7.400830.58179,8366",1000
124,"7.400830.635803,3962",1000
124,"7.40083-0.679903,8384",1000
124,"7.40083-0.721818,8371",1000
125,"7.40083-0.00476909,3953",1000
125,"7.40083-0.0201948,22010",1000
125,"7.400830.230763,3956",1000
125,"7.400830.267859,2772",1000
125,"7.400830.281969,22612",1000
125,"7.400830.362041,14402",1000
125,"7.400830.394053,3063",1000
125,"7.400830.414398,2873",1000
125,"7.40083-0.467655,213",1000
125,"7.40083-0.519446,1136",1000
125,"7.40083-0.591671,3066",1000
125,"7.40083-0.610129,20610",1000
125,"7.40083-0.625508,14705",1000
125,"7.400830.71317,1374",1000
125,"7.400830.822844,3954",1000
125,"7.40083-0.828227,3952",1000
125,"7.400830.83747,4601",1000
125,"7.400830.889667,1418",1000
125,"7.40083-0.909262,22617",1000
125,"7.40083-0.912078,1376",1000
125,"7.400830.92756,12766",1000
125,"7.400830.984785,1134",1000
125,"7.400830.993772,1975",1000
126,"7.400830.132358,5907",1000
126,"7.40083-0.153398,6072",1000
126,"7.40083-0.319495,1194",1000
126,"7.400830.358041,1148",1000
126,"7.400830.368044,1152",1000
126,"7.40083-0.56876,1149",1000
126,"7.40083-0.763375,1421",1000
126,"7.400830.847558,3677",1000
126,"7.400830.919324,8166",1000
126,"7.40083-0.999986,1150",1000
127,"7.400830.0617673,11047",1000
127,"7.40083-0.148263,1155",1000
127,"7.40083-0.185404,10966",1000
127,"7.40083-0.341671,11037",1000
127,"7.400830.455888,10956",1000
127,"7.40083-0.47749,10957",1000
127,"7.400830.545334,11040",1000
127,"7.400830.583045,11038",1000
127,"7.400830.706602,10967",1000
127,"7.400830.73275,1154",1000
127,"7.40083-0.74705,989",1000
127,"7.400830.76482,10975",1000
127,"7.40083-0.789111,11048",1000
127,"7.400830.858826,11046",1000
127,"7.40083-0.904569,10990",1000
127,"7.400830.907567,11045",1000
127,"7.40083-0.950934,21277",1000
127,"7.400830.975299,1153",1000
127,"7.400830.996502,5779",1000
127,"7.400830.999739,11039",1000
128,"7.400830.0889144,4629",1000
128,"7.40083-0.12623,4781",1000
128,"7.400830.127207,990",1000
128,"7.400830.138613,4626",1000
128,"7.400830.177466,16792",1000
128,"7.400830.200693,3785",1000
128,"7.40083-0.206402,22007",1000
128,"7.400830.224822,1760",1000
128,"7.40083-0.330251,16799",1000
128,"7.400830.394053,3063",1000
128,"7.40083-0.491611,22609",1000
128,"7.40083-0.536369,3064",1000
128,"7.400830.56795,4622",1000
128,"7.400830.592853,16798",1000
128,"7.400830.608399,4633",1000
128,"7.40083-0.625508,14705",1000
128,"7.40083-0.69549,3784",1000
128,"7.40083-0.71229,16793",1000
128,"7.40083-0.818719,15868",1000
128,"7.40083-0.856742,22616",1000
128,"7.400830.872453,4628",1000
128,"7.40083-0.890177,4780",1000
128,"7.40083-0.897535,17066",1000
128,"7.400830.899661,4615",1000
128,"7.40083-0.924138,1169",1000
128,"7.40083-0.932253,1765",1000
128,"7.400830.951172,22613",1000
128,"7.40083-0.96036,4631",1000
128,"7.40083-0.965599,16800",1000
128,"7.40083-0.975081,4618",1000
128,"7.400830.988535,22542",1000
128,"7.40083-0.998727,18450",1000
128,"7.400830.999067,21837",1000
128,"7.40083-0.999439,3065",1000
128,"7.400830.99999,4621",1000
129,"1.565080.991898,4757",2
129,"1.732050.839952,3787",3
129,"7.40083-0.0285537,4655",1000
129,"7.40083-0.0789088,21997",1000
129,"7.400830.241945,320",1000
129,"7.400830.242695,1016",1000
129,"7.40083-0.282228,1326",1000
129,"7.400830.291107,14706",1000
129,"7.400830.30228,22000",1000
129,"7.400830.314514,24650",1000
129,"7.40083-0.348123,15417",1000
129,"7.40083-0.437248,2251",1000
129,"7.40083-0.530916,16314",1000
129,"7.400830.599226,997",1000
129,"7.400830.624755,24301",1000
129,"7.400830.632713,1327",1000
129,"7.400830.770302,24652",1000
129,"7.400830.809094,4654",1000
129,"7.400830.815803,1018",1000
129,"7.40083-0.92769,5232",1000
129,"7.400830.937825,1017",1000
129,"7.40083-0.991925,322",1000
129,"7.400830.99717,4071",1000
130,"7.40083-0.92946,1279",1000
130,"7.400830.998123,254",1000
130,"7.40083-0.998505,19304",1000
130,"7.400830.999413,1729",1000
131,"7.40083-0.916118,2340",1000
132,,
133,"7.400830.0501427,2714",1000
133,"7.400830.146945,2918",1000
133,"7.40083-0.209688,3413",1000
133,"7.40083-0.311506,2902",1000
133,"7.40083-0.794886,13262",1000
134,"7.400830.167177,1747",1000
134,"7.40083-0.69826,2896",1000
134,"7.40083-0.924057,3266",1000
136,"7.400830.438064,12884",1000
137,"7.400830.0261027,12616",1000
137,"7.40083-0.0773688,24669",1000
137,"7.400830.0846642,24598",1000
137,"7.40083-0.105826,24763",1000
137,"7.40083-0.121766,24766",1000
137,"7.400830.238891,22709",1000
137,"7.40083-0.30778,24595",1000
137,"7.40083-0.362939,24604",1000
137,"7.400830.369533,24549",1000
137,"7.40083-0.417066,24591",1000
137,"7.40083-0.506851,24248",1000
137,"7.400830.514952,24592",1000
137,"7.40083-0.554767,11839",1000
137,"7.40083-0.558569,24550",1000
137,"7.400830.611779,24594",1000
137,"7.40083-0.628456,24429",1000
137,"7.40083-0.673077,24416",1000
137,"7.40083-0.695449,24589",1000
137,"7.40083-0.764596,3441",1000
137,"7.40083-0.840643,22823",1000
137,"7.40083-0.866732,24668",1000
137,"7.40083-0.88063,24764",1000
137,"7.40083-0.888118,24765",1000
137,"7.40083-0.927221,23399",1000
137,"7.40083-0.959162,24596",1000
137,"7.400830.965508,24334",1000
137,"7.40083-0.968262,1739",1000
137,"7.40083-0.972809,22791",1000
137,"7.40083-0.985684,24590",1000
137,"7.40083-0.990392,24415",1000
137,"7.400830.993108,24580",1000
137,"7.400830.998279,24593",1000
137,"7.40083-0.999724,24344",1000
138,"7.40083-0.311506,2902",1000
138,"7.400830.438064,12884",1000
139,"7.400830.438064,12884",1000
139,"7.400830.994631,12553",1000
140,"7.400830.438064,12884",1000
140,"7.40083-0.764596,3441",1000
141,,
142,"7.40083-0.26678,3426",1000
142,"7.40083-0.311506,2902",1000
142,"7.400830.365889,2856",1000
142,"7.400830.438064,12884",1000
142,"7.40083-0.468218,13092",1000
142,"7.400830.554124,13175",1000
